filename,reg_id,type1,type2,Q,A
perda_kota_bandung_nomor_5_tahun_2005_11e452bd2a082130bd99313634313533.pdf,PERKOT_BANDUNG_2005_05,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 23 ayat 2 dalam PERKOT_BANDUNG_2002_21?,"Calon Anggota Dewan Pengawas harus lulus seleksi yang dilakukan oleh Tim
Penseleksi yang dibentuk untuk itu."
perda_kota_bandung_nomor_5_tahun_2005_11e452bd2a082130bd99313634313533.pdf,PERKOT_BANDUNG_2005_05,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERKOT_BANDUNG_2002_21?,
perda_kota_bandung_nomor_5_tahun_2005_11e452bd2a082130bd99313634313533.pdf,PERKOT_BANDUNG_2005_05,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERKOT_BANDUNG_2002_21?,
perda_kota_bandung_nomor_5_tahun_2005_11e452bd2a082130bd99313634313533.pdf,PERKOT_BANDUNG_2005_05,Q5,Q5.4,Apakah PERKOT_BANDUNG_2002_21 mengalami perubahan?,Ya
perda_kota_bandung_nomor_5_tahun_2005_11e452bd2a082130bd99313634313533.pdf,PERKOT_BANDUNG_2005_05,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 11 ayat 3 dalam PERKOT_BANDUNG_2002_21?,"Tim Penseleksi sebagaimana dimaksud ayat (2) ditetapkan oleh Walikota,
terdiri dari unsur:
a. Pemerintah Kota Bandung;
b. Dewan Pengawas;
c. Dihapus;
d. unsur lain yang dianggap perlu."
perda_kota_bandung_nomor_5_tahun_2005_11e452bd2a082130bd99313634313533.pdf,PERKOT_BANDUNG_2005_05,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERKOT_BANDUNG_2002_21?,
perda_kota_bandung_nomor_5_tahun_2005_11e452bd2a082130bd99313634313533.pdf,PERKOT_BANDUNG_2005_05,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERKOT_BANDUNG_2002_21?,
perda_kota_bandung_nomor_5_tahun_2005_11e452bd2a082130bd99313634313533.pdf,PERKOT_BANDUNG_2005_05,Q5,Q5.4,Apakah PERKOT_BANDUNG_2002_21 mengalami perubahan?,Ya
perda_kabupaten_pinrang_nomor_6_tahun_2010_11e57e2f2ceb38989025313832313138.pdf,PERKAB_PINRANG_2010_6,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 19 dalam PERKAB_PINRANG_2005_1?,"Rumah Jabatan Pimpinan DPRD beserta perlengkapannya, Rumah Dinas 
Anggota DPRD beserta perlengkapannya, Kendaraan Dinas Jabatan Pimpinan 
DPRD tidak dapat disewabelikan atau digunausahakan atau 
dipindahtangankan atau diubah struktur bangunan dan status hukumnya."
perda_kabupaten_pinrang_nomor_6_tahun_2010_11e57e2f2ceb38989025313832313138.pdf,PERKAB_PINRANG_2010_6,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERKAB_PINRANG_2005_1?,
perda_kabupaten_pinrang_nomor_6_tahun_2010_11e57e2f2ceb38989025313832313138.pdf,PERKAB_PINRANG_2010_6,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERKAB_PINRANG_2005_1?,"Pasal 14A ayat 1;
Pasal 14A ayat 2;
Pasal 14A ayat 3;
Pasal 14A ayat 4;
Pasal 14A ayat 5;
Pasal 14A ayat 6;
Pasal 24A;
Pasal 24B ayat 1;
Pasal 24B ayat 2;
Pasal 24B ayat 3;
Pasal 24C;
Pasal 24D;
Pasal 24E;
Pasal 25 ayat 3A"
perda_kabupaten_pinrang_nomor_6_tahun_2010_11e57e2f2ceb38989025313832313138.pdf,PERKAB_PINRANG_2010_6,Q5,Q5.4,Apakah PERKAB_PINRANG_2005_1 mengalami perubahan?,Ya
bn1579-2013.pdf,PERMEN_DIKBUD_2013_108,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 2 dalam PERMEN_DIKBUD_2012_58?,"BOPTN dipergunakan untuk: 
a. pelaksanaan penelitian dan pengabdian kepada masyarakat; 
b. biaya pemeliharaan pengadaan; 
c. penambahan bahan praktikum/kuliah; 
d. bahan pustaka; 
e. penjaminan mutu; 
f. pelaksanaan kegiatan kemahasiswaan; 
g. pembiayaan langganan daya dan jasa; 
h. pelaksanaan kegiatan penunjang; 
i. pengembangan teknologi informasi dan komunikasi (TIK) dalam 
pembelajaran; 
j. honor dosen dan tenaga kependidikan nonpegawai negeri sipil; 
k. pengadaan dosen tamu; 
l. pengadaan sarana dan prasarana sederhana; dan/atau 
m. kegiatan lain yang merupakan prioritas dalam renstra perguruan 
tinggi masing-masing."
bn1579-2013.pdf,PERMEN_DIKBUD_2013_108,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DIKBUD_2012_58?,
bn1579-2013.pdf,PERMEN_DIKBUD_2013_108,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DIKBUD_2012_58?,
bn1579-2013.pdf,PERMEN_DIKBUD_2013_108,Q5,Q5.4,Apakah PERMEN_DIKBUD_2012_58 mengalami perubahan?,Ya
perda_kota_bandung_nomor_11_tahun_2009_tahun_2009_11e6c5b0e22745f0b756313330333338.pdf,PERKOT_BANDUNG_2009_11,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 2 dalam PERKOT_BANDUNG_2007_10?,"Sekretariat Daerah mempunyai tugas dan kewajiban membantu Walikota 
dalam menyusun kebijakan dan mengkoordinasikan perangkat daerah."
perda_kota_bandung_nomor_11_tahun_2009_tahun_2009_11e6c5b0e22745f0b756313330333338.pdf,PERKOT_BANDUNG_2009_11,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERKOT_BANDUNG_2007_10?,
perda_kota_bandung_nomor_11_tahun_2009_tahun_2009_11e6c5b0e22745f0b756313330333338.pdf,PERKOT_BANDUNG_2009_11,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERKOT_BANDUNG_2007_10?,"Pasal 7A;
Pasal 12A ayat 1"
perda_kota_bandung_nomor_11_tahun_2009_tahun_2009_11e6c5b0e22745f0b756313330333338.pdf,PERKOT_BANDUNG_2009_11,Q5,Q5.4,Apakah PERKOT_BANDUNG_2007_10 mengalami perubahan?,Ya
perda_kota_bandung_nomor_11_tahun_2009_tahun_2009_11e6c5b0e22745f0b756313330333338.pdf,PERKOT_BANDUNG_2009_11,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 3 dalam PERKOT_BANDUNG_2007_10?,"Untuk melaksanakan tugas pokok dan kewajiban sebagaimana dimaksud 
pada ayat (2), Sekretariat Daerah mempunyai fungsi : 
a. penyusunan kebijakan pemerintahan daerah; 
b. pengkoordinasian pelaksanaan tugas perangkat daerah; 
c. pemantauan dan evaluasi pelaksanaan kebijakan pemerintah daerah; 
d. pembinaan administrasi dan aparatur pemerintahan daerah; dan 
e. pelaksanaan tugas lain yang diberikan oleh Walikota sesuai dengan 
tugas dan fungsinya."
perda_kota_bandung_nomor_11_tahun_2009_tahun_2009_11e6c5b0e22745f0b756313330333338.pdf,PERKOT_BANDUNG_2009_11,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERKOT_BANDUNG_2007_10?,
perda_kota_bandung_nomor_11_tahun_2009_tahun_2009_11e6c5b0e22745f0b756313330333338.pdf,PERKOT_BANDUNG_2009_11,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERKOT_BANDUNG_2007_10?,"Pasal 7A;
Pasal 12A ayat 1"
perda_kota_bandung_nomor_11_tahun_2009_tahun_2009_11e6c5b0e22745f0b756313330333338.pdf,PERKOT_BANDUNG_2009_11,Q5,Q5.4,Apakah PERKOT_BANDUNG_2007_10 mengalami perubahan?,Ya
bn476-2019.pdf,PERMEN_ESDM_2019_3,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 20 ayat 3 dalam PERMEN_ESDM_2018_23?,"SKK Migas melakukan pengawasan dan 
pengendalian atas pelaksanaan kegiatan 
sebagaimana dimaksud pada ayat (1), ayat (2), dan 
ayat (3)."
bn476-2019.pdf,PERMEN_ESDM_2019_3,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_ESDM_2018_23?,
bn476-2019.pdf,PERMEN_ESDM_2019_3,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_ESDM_2018_23?,"Pasal 13A ayat 1;
Pasal 13A ayat 2;
Pasal 13A ayat 3;
Pasal 13A ayat 4;
Pasal 13A ayat 5;
Pasal 13A ayat 6;
Pasal 14A ayat 1;
Pasal 14A ayat 2"
bn476-2019.pdf,PERMEN_ESDM_2019_3,Q5,Q5.4,Apakah PERMEN_ESDM_2018_23 mengalami perubahan?,Ya
bn1235-2015.pdf,PERMEN_DAG_8_63,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 28 dalam PERMEN_DAG_10_78?,Peraturan Menteri ini mulai berlaku pada tanggal 1 Januari 2016.
bn1235-2015.pdf,PERMEN_DAG_8_63,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DAG_10_78?,
bn1235-2015.pdf,PERMEN_DAG_8_63,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DAG_10_78?,
bn1235-2015.pdf,PERMEN_DAG_8_63,Q5,Q5.4,Apakah PERMEN_DAG_10_78 mengalami perubahan?,Ya
bn773-2015.pdf,PERATURAN_BAWASLU_2015_2,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 4 ayat 6 dalam PERATURAN_BAWASLU_2014_11?,"Pengawas Pemilu Luar Negeri mengawasi penyelenggaraan Pemilu
di luar negeri."
bn773-2015.pdf,PERATURAN_BAWASLU_2015_2,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERATURAN_BAWASLU_2014_11?,
