filename,reg_id,type1,type2,Q,A,nQ
perda_kabupaten_aceh_utara_nomor_39_tahun_2005_11e4f394165582bc86de303930333238.pdf,PERKAB_ACEH_UTARA_2005_39,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Aceh Utara Nomor 39 Tahun 2005?,"UU_1956_7;
UU_1981_8;
UU_2000_34;
UU_2001_18;
UU_2004_10;
UU_2004_32;
UU_2004_33;
PP_1993_43;
PP_2001_65;
PP_2000_25;
PP_2000_105;
;
;
;
;
;",6
perda_kabupaten_aceh_utara_nomor_39_tahun_2005_11e4f394165582bc86de303930333238.pdf,PERKAB_ACEH_UTARA_2005_39,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Aceh Utara Nomor 39 Tahun 2005?,"UU_1956_7;
UU_1981_8;
UU_2000_34;
UU_2001_18;
UU_2004_10;
UU_2004_32;
UU_2004_33;
PP_1993_43;
PP_2001_65;
PP_2000_25;
PP_2000_105;
;
;
;
;
;",6
perda_kabupaten_aceh_utara_nomor_40_tahun_2005_11e4f393ef9bb1fa9878303930323233.pdf,PERKAB_ACEH_UTARA_2005_40,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Aceh Utara Nomor 40 Tahun 2005?,"UU_1956_7;
UU_1999_44;
UU_2001_18;
UU_2003_17;
;
UU_2004_1;
UU_2004_10;
UU_2004_32;
UU_2004_33;
PP_2000_25;
PP_2001_20;
PP_2001_66;
;
;
;
;",6
perda_kabupaten_aceh_utara_nomor_40_tahun_2005_11e4f393ef9bb1fa9878303930323233.pdf,PERKAB_ACEH_UTARA_2005_40,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Aceh Utara Nomor 40 Tahun 2005?,"UU_1956_7;
UU_1999_44;
UU_2001_18;
UU_2003_17;
;
UU_2004_1;
UU_2004_10;
UU_2004_32;
UU_2004_33;
PP_2000_25;
PP_2001_20;
PP_2001_66;
;
;
;
;",6
perda_kabupaten_badung_nomor_28_tahun_2013_tahun_2013_11e6c5b0faf24330ab3d313330343139.pdf,PERKAB_BADUNG_2013_28,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Badung Nomor 28 Tahun 2013?,"UUD1945_1945_SECTION_18_6;
UU_1958_69;
UU_2009_28;
UU_2011_12;
PP_2010_91;
PERKAB_BADUNG_2010_14",3
perda_kabupaten_bandung_nomor_11_tahun_2002_11e4f780038f67989f28303834393531.pdf,PERKAB_BANDUNG_2002_11,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 11 Tahun 2002?,"UU_1950_14;
UU_1981_8;
UU_1997_17;
UU_1997_18;
UU_1997_19;
UU_1999_22;
PP_2001_65;
;
;
;
;
;
;",3
perda_kabupaten_bandung_nomor_2_tahun_2002_11e4f77fb379476a8417303834373337.pdf,PERKAB_BANDUNG_2002_2,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 2 Tahun 2002?,"UU_1950_14;
UU_1974_8;
UU_1999_22;
UU_1999_25;
PP_2001_76;
PERKAB_BANDUNG_2000_5;
PERKAB_BANDUNG_2000_20",3
perda_kabupaten_bandung_nomor_4_tahun_2005_11e4f38ba3e11712a5c3303830333030.pdf,PERKAB_BANDUNG_2005_4,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 4 Tahun 2005?,"UU_1950_14;
UU_1980_13;
UU_1992_14;
UU_1997_18;
UU_2004_10;
UU_2004_32;
UU_2004_33;
PP_1993_41;
PP_1993_42;
PP_1993_43;
PP_1993_44;
PP_2000_25;
PP_2001_66;
PERKAB_BANDUNG_2000_20;
PERKAB_BANDUNG_2002_4;
PERKAB_BANDUNG_2002_5;
PERKAB_BANDUNG_2002_6;
PERKAB_BANDUNG_2002_7;
PERKAB_BANDUNG_2002_9;
PERKAB_BANDUNG_2004_6",6
perda_kabupaten_bandung_nomor_4_tahun_2005_11e4f38ba3e11712a5c3303830333030.pdf,PERKAB_BANDUNG_2005_4,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 4 Tahun 2005?,"UU_1950_14;
UU_1980_13;
UU_1992_14;
UU_1997_18;
UU_2004_10;
UU_2004_32;
UU_2004_33;
PP_1993_41;
PP_1993_42;
PP_1993_43;
PP_1993_44;
PP_2000_25;
PP_2001_66;
PERKAB_BANDUNG_2000_20;
PERKAB_BANDUNG_2002_4;
PERKAB_BANDUNG_2002_5;
PERKAB_BANDUNG_2002_6;
PERKAB_BANDUNG_2002_7;
PERKAB_BANDUNG_2002_9;
PERKAB_BANDUNG_2004_6",6
perda_kabupaten_bandung_nomor_9_tahun_2010_11e539a390748cdc8ed6313235303337.pdf,PERKAB_BANDUNG_2010_9,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 9 Tahun 2010?,"UU_1968_4;
;
;
PP_1962_11;
PP_2007_38;
;
PERMEN_DAG_9_43;
PERKAB_BANDUNG_2000_31;
PERKAB_BANDUNG_2001_25;
PERKAB_BANDUNG_2004_3;
PERKAB_BANDUNG_2004_6;
PERKAB_BANDUNG_2007_17;
PERKAB_BANDUNG_2010_8",3
perda_kabupaten_bandung_nomor_18_tahun_2011_11e576e3f0e37bfa9855313133353037.pdf,PERKAB_BANDUNG_2011_18,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 18 Tahun 2011?,"UU_1950_14;
;
;
;
;
;
UU_2011_12;
PP_2005_24;
PP_2005_55;
PP_2005_58;
PP_2007_38;
PERMEN_DAGRI_2006_13;
PERMEN_DAGRI_2006_16;
PERMEN_DAGRI_2010_37;
PERKAB_BANDUNG_2004_6;
PERKAB_BANDUNG_2007_2;
PERKAB_BANDUNG_2007_3;
PERKAB_BANDUNG_2007_23;
PERKAB_BANDUNG_2011_4",3
perda_kabupaten_bandung_nomor_2_tahun_2011_11e545710c499e28a852313331393134.pdf,PERKAB_BANDUNG_2011_2,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 2 Tahun 2011?,"UU_1950_14;
UU_2003_17;
UU_2004_1;
UU_2004_10;
UU_2004_15;
UU_2004_25;
UU_2004_33;
UU_2004_38;
PP_2005_24;
PP_2005_55;
PP_2005_58;
PP_2007_38;
PERMEN_DAGRI_2006_13;
PERMEN_DAGRI_2006_16;
PERMEN_DAGRI_2010_37;
PERKAB_BANDUNG_2004_6;
PERKAB_BANDUNG_2007_2;
PERKAB_BANDUNG_2007_3;
PERKAB_BANDUNG_2007_23",3
perda_kabupaten_badung_nomor_13_tahun_2014_11e591b89bfe847895a0313530323538.pdf,PERKAB_BANDUNG_2014_13,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 13 Tahun 2014?,"UUD1945_1945_SECTION_18_6;
UU_1950_14;
UU_1995_10;
UU_2004_33;
UU_2007_25;
UU_2009_25;
PP_1985_24;
PP_2001_83;
PP_2008_45;
PP_2009_24;
PP_2012_27;
PP_2013_17;
PP_2007_38;
PERPRES_2009_27;
PERPRES_2012_16;
PERPRES_2014_39;
PERMEN_KEU_2009_176;
PERATURAN_BKPM_2009_11;
PERATURAN_BKPM_2012_3;
PERATURAN_BKPM_2013_5;
PERKAB_BANDUNG_2007_17;
PERKAB_BANDUNG_2007_20;
PERKAB_BANDUNG_2007_21;
PERKAB_BANDUNG_2008_3;
PERKAB_BANDUNG_2011_13;
PERKAB_BANDUNG_2013_12",3
perda_kabupaten_badung_nomor_16_tahun_2014_11e591b77a038766a785313435343531.pdf,PERKAB_BANDUNG_2014_16,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 16 Tahun 2014?,"UUD1945_1945_SECTION_18_6;
UU_1950_14;
UU_1992_7;
UU_2004_32;
PP_1992_71;
PERMEN_DAGRI_1998_3;
PERMEN_DAGRI_2006_22;
PERATURAN_BI_26_8;
PERKAB_BANDUNG_2007_17;
PERKAB_BANDUNG_2009_2;
PERKAB_BANDUNG_2010_3;
PERKAB_BANDUNG_2012_29;
PERKAB_BANDUNG_2013_12",3
perda_kabupaten_badung_nomor_18_tahun_2014_11e591b6eb484acabdb2313435303532.pdf,PERKAB_BANDUNG_2014_18,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 18 Tahun 2014?,"UU_1968_4;
UU_1981_8;
UU_2003_17;
UU_2004_1;
UU_2004_32;
UU_2004_33;
UU_2006_23;
UU_2009_28;
UU_2011_12;
PP_1983_27;
PP_2005_58;
PP_2005_79;
PP_2007_38;
PP_2007_41;
PP_2010_69;
PERMEN_DAGRI_2006_13;
PERMEN_DAGRI_2014_1;
PERKAB_BANDUNG_2007_2;
PERKAB_BANDUNG_2007_17;
PERKAB_BANDUNG_2007_20;
PERKAB_BANDUNG_2013_12",3
perda_kabupaten_badung_nomor_5_tahun_2014_11e5924b1e540a288473303833313433.pdf,PERKAB_BANDUNG_2014_5,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Nomor 5 Tahun 2014?,"UUD1945_1945_SECTION_18_6;
UU_1950_14;
UU_1999_28;
UU_2003_17;
UU_2004_1;
UU_2004_15;
UU_2004_25;
UU_2004_32;
UU_2004_33;
UU_2007_24;
UU_2007_26;
UU_2011_12;
PP_2005_58;
PP_2007_3;
PP_2007_38;
PP_2008_8;
PP_2008_26;
PERPRES_2010_5;
PERMEN_DAGRI_2006_13;
;
;
;
PERMEN_DAGRI_2010_54;
PERPROV_JABAR_2008_9;
PERPROV_JABAR_2009_2;
PERPROV_JABAR_2009_6;
PERPROV_JABAR_2010_22;
;
PERKAB_BANDUNG_2005_8;
PERKAB_BANDUNG_2006_2;
PERKAB_BANDUNG_2007_2;
PERKAB_BANDUNG_2007_17;
PERKAB_BANDUNG_2008_3;
PERKAB_BANDUNG_2008_7;
PERKAB_BANDUNG_2009_26;
PERKAB_BANDUNG_2010_8;
PERKAB_BANDUNG_2011_1;
PERKAB_BANDUNG_2011_7;
PERKAB_BANDUNG_2011_11;
PERKAB_BANDUNG_2013_12;
PERKAB_BANDUNG_2014_2014",3
perda_kabupaten_bandung_barat_nomor_1_tahun_2013_11e591b4d3e1ee56896f313433353533.pdf,PERKAB_BANDUNG_BARAT_2013_1,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Barat Nomor 1 Tahun 2013?,"UUD1945_1945_SECTION_18_6;
UU_1981_8;
UU_2007_12;
UU_2011_12;
PP_2007_38;
PP_2007_77;
PERMEN_DAGRI_2011_53;
PERKAB_BANDUNG_BARAT_2008_4;
PERKAB_BANDUNG_BARAT_2008_7;
PERKAB_BANDUNG_BARAT_2012_12",3
perda_kabupaten_bandung_barat_nomor_4_tahun_2013_11e591b44b0a2a629f8e313433323034.pdf,PERKAB_BANDUNG_BARAT_2013_4,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bandung Barat Nomor 4 Tahun 2013?,"UUD1945_1945_SECTION_18_6;
UU_2003_17;
UU_2004_1;
UU_2004_32;
UU_2007_12;
UU_2009_28;
UU_2009_36;
UU_2009_44;
UU_2011_12;
PP_2005_58;
PP_2005_79;
PP_2007_38;
PP_2010_69;
PERMEN_DAGRI_2006_13;
PERMEN_DAGRI_2011_53;
PERKAB_BANDUNG_BARAT_2008_7;
PERKAB_BANDUNG_BARAT_2010_4;
PERKAB_BANDUNG_BARAT_2011_6;
PERKAB_BANDUNG_BARAT_2012_3",3
perda_kabupaten_banggai_nomor_9_tahun_2009_11e577cea78532fabc65313533353136.pdf,PERKAB_BANGGAI_2009_9,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Banggai Nomor 9 Tahun 2009?,,3
perda_kabupaten_bangka_nomor_2_tahun_2011_tahun_2011_11e6c5b0e8754f908ba1313330333438.pdf,PERKAB_BANGKALAN_2011_2,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangkalan Nomor 2 Tahun 2011?,"UU_1950_12;
UU_1974_8;
UU_2004_10;
UU_2004_32;
UU_2004_33;
UU_2006_16;
PP_2000_100;
PP_2003_9;
PP_2005_79;
PP_2007_38;
PP_2007_41;
PP_2009_43;
PERMEN_DAGRI_2006_15;
PERMEN_DAGRI_2006_16;
PERMEN_DAGRI_2006_17;
PERMEN_DAGRI_2007_53;
PERMEN_DAGRI_2007_57;
PERKAB_BANGKALAN_2008_4",3
perda_kabupaten_bangka_nomor_1_tahun_2012_11e541672f2f1d54ad93303935383333.pdf,PERKAB_BANGKA_2012_1,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Nomor 1 Tahun 2012?,"UU_1959_28;
UU_2000_27;
UU_2004_32;
UU_2004_33;
UU_2009_28;
UU_2011_12;
PP_2005_79;
PP_2007_38;
PERKAB_BANGKA_2008_2;",3
perda_kabupaten_bangka_nomor_2_tahun_2012_11e540bdbd2e921a86d5313334353337.pdf,PERKAB_BANGKA_2012_2,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Nomor 2 Tahun 2012?,"UU_1959_28;
UU_2000_27;
UU_2004_32;
UU_2004_33;
UU_2009_28;
UU_2011_12;
PP_2005_79;
PP_2007_38;
PERKAB_BANGKA_2008_2;",3
perda_kabupaten_bangka_nomor_8_tahun_2012_11e531d9838988aa9ff2313435363338.pdf,PERKAB_BANGKA_2012_8,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Nomor 8 Tahun 2012?,"UU_1959_28;
UU_2000_27;
UU_2004_32;
UU_2009_28;
UU_2011_12;
PP_2003_9;
PP_2005_79;
PP_2007_38;
PP_2007_41;
PERKAB_BANGKA_2008_2",3
perda_kabupaten_bangka_nomor_1_tahun_2015_11e77285821b0ff4a823313133383539.pdf,PERKAB_BANGKA_2015_1,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Nomor 1 Tahun 2015?,"UU_1959_28;
UU_1999_8;
UU_1999_28;
UU_2000_27;
UU_2002_14;
UU_2004_32;
UU_2004_33;
UU_2008_17;
UU_2009_22;
UU_2009_25;
UU_2009_28;
UU_2011_12;
PP_2005_55;
PP_2007_38;
PP_2009_6;
PP_2010_69;
PERKAB_BANGKA_2008_2;
PERKAB_BANGKA_2011_5;",3
perda_kabupaten_bangka_nomor_2_tahun_2015_11e77285c54a2b52a8dc313134303532.pdf,PERKAB_BANGKA_2015_2,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Nomor 2 Tahun 2015?,"UU_1926_226;
UU_1959_28;
UU_2000_27;
UU_2002_28;
UU_2004_31;
UU_2004_32;
UU_2004_33;
UU_2009_22;
UU_2009_28;
UU_2011_12;
PP_2007_38;
PERKAB_BANGKA_2008_2;
PERDA_2011_6",3
perda_kabupaten_bangka_barat_nomor_6_tahun_2011_11e576e7a5242d46ad18313230313338.pdf,PERKAB_BANGKA_BARAT_2011_6,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Barat Nomor 6 Tahun 2011?,"UU_1981_8;
UU_2003_5;
UU_2004_10;
UU_2004_32;
UU_2004_33;
PP_2007_38;
UU_2009_28;
UU_2009_36;
UU_2009_44;
PERKAB_BANGKA_BARAT_2007_13;
PERKAB_BANGKA_BARAT_2007_14;
PERKAB_BANGKA_BARAT_2008_2;
PERKAB_BANGKA_BARAT_2008_5;
PERKAB_BANGKA_BARAT_2009_18",3
perda_kabupaten_bangka_barat_nomor_1_tahun_2015_11e77361a7a77fbeba3d313335343531.pdf,PERKAB_BANGKA_BARAT_2015_1,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Barat Nomor 1 Tahun 2015?,"UUD1945_1945_SECTION_18_6;
UU_1974_1;
UU_2000_27;
UU_2003_5;
UU_2006_12;
UU_2006_23;
UU_2011_6;
UU_2014_23;
PP_1975_9;
PP_2007_37;
PP_2013_31;
PERPRES_2009_26;
PERKAB_BANGKA_BARAT_2013_12",3
perda_kabupaten_bangka_barat_nomor_2_tahun_2015_11e77364b66a4376b224313431363435.pdf,PERKAB_BANGKA_BARAT_2015_2,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Barat Nomor 2 Tahun 2015?,"UUD1945_1945_SECTION_18_6;
UU_2000_27;
UU_2003_5;
UU_2003_17;
UU_2004_25;
UU_2004_33;
UU_2007_17;
UU_2014_23;
PP_2007_38;
PP_2008_8;
PERPROV_KEP_BABEL_2007_13;
PERPROV_KEP_BABEL_2014_2;
PERKAB_BANGKA_BARAT_2008_2;
PERKAB_BANGKA_BARAT_2014_1",3
perda_kabupaten_bangka_tengah_nomor_3_tahun_2011_11e576e87d4ff4d4869b313230373431.pdf,PERKAB_BANGKA_TENGAH_2011_3,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 3 Tahun 2011?,"UU_1974_8;
UU_2000_27;
UU_2003_5;
UU_2004_10;
UU_2004_32;
UU_2004_33;
UU_2006_16;
UU_2009_52;
PP_2003_9;
PP_2004_32;
PP_2005_79;
PP_2007_38;
PP_2007_41;
PP_2010_53;
PERKAB_BANGKA_TENGAH_2008_25",6
perda_kabupaten_bangka_nomor_3_tahun_2011_tahun_2011_11e6c5b0eb27b5d0b767313330333533.pdf,PERKAB_BANGKA_TENGAH_2011_3,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 3 Tahun 2011?,"UU_1974_8;
UU_2000_27;
UU_2003_5;
UU_2004_10;
UU_2004_32;
UU_2004_33;
UU_2006_16;
UU_2009_52;
PP_2003_9;
PP_2004_32;
PP_2005_79;
PP_2007_38;
PP_2007_41;
PP_2010_53;
PERKAB_BANGKA_TENGAH_2008_25",6
perda_kabupaten_bangka_tengah_nomor_40_tahun_2011_11e576ebc8f0279eb1ec313233313136.pdf,PERKAB_BANGKA_TENGAH_2011_40,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 40 Tahun 2011?,"UUD1945_1945_SECTION_18_6;
UU_1974_8;
UU_2000_27;
UU_2003_5;
UU_2004_10;
UU_2004_32;
UU_2007_24;
PP_2003_9;
PP_2007_41;
PP_2010_6;
PERMEN_DAGRI_2008_46;
PERKAB_BANGKA_TENGAH_2008_25",3
perda_kabupaten_bangka_tengah_nomor_7_tahun_2011_11e576e0638f5466a2b8313130393431.pdf,PERKAB_BANGKA_TENGAH_2011_7,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 7 Tahun 2011?,"UU_1981_8;
UU_2000_27;
UU_2003_5;
UU_2003_17;
UU_2004_10;
UU_2004_32;
UU_2004_33;
UU_2009_28;
PP_2005_58;
PP_2005_79;
PERKAB_BANGKA_TENGAH_2008_24",12
perda_kabupaten_bangka_tengah_nomor_7_tahun_2011_11e576e0638f5466a2b8313130393431.pdf,PERKAB_BANGKA_TENGAH_2011_7,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 7 Tahun 2011?,"UU_1981_8;
UU_2000_27;
UU_2003_5;
UU_2003_17;
UU_2004_10;
UU_2004_32;
UU_2004_33;
UU_2009_28;
PP_2005_58;
PP_2005_79;
PERKAB_BANGKA_TENGAH_2008_24",12
perda_kabupaten_bangka_nomor_7_tahun_2011_tahun_2011_11e6c5b0eb612f10916b313330333533.pdf,PERKAB_BANGKA_TENGAH_2011_7,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 7 Tahun 2011?,"UU_1981_8;
UU_2000_27;
UU_2003_5;
UU_2003_17;
UU_2004_10;
UU_2004_32;
UU_2004_33;
UU_2009_28;
PP_2005_58;
PP_2005_79;
PERKAB_BANGKA_TENGAH_2008_24",12
perda_kabupaten_bangka_nomor_7_tahun_2011_tahun_2011_11e6c5b0eb612f10916b313330333533.pdf,PERKAB_BANGKA_TENGAH_2011_7,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 7 Tahun 2011?,"UU_1981_8;
UU_2000_27;
UU_2003_5;
UU_2003_17;
UU_2004_10;
UU_2004_32;
UU_2004_33;
UU_2009_28;
PP_2005_58;
PP_2005_79;
PERKAB_BANGKA_TENGAH_2008_24",12
perda_kabupaten_bangka_tengah_nomor_12_tahun_2014_11e7711401bc1e6093ce313533343030.pdf,PERKAB_BANGKA_TENGAH_2014_12,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 12 Tahun 2014?,"UUD1945_1945_SECTION_18_6;
UU_2000_27;
UU_2003_5;
UU_2014_6;
PP_2005_72;
PP_2005_73;
PP_2008_19",3
perda_kabupaten_bangka_tengah_nomor_17_tahun_2014_11e771153601748095ad313534323337.pdf,PERKAB_BANGKA_TENGAH_2014_17,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 17 Tahun 2014?,"UUD1945_1945_SECTION_18_6;
UU_2000_27;
UU_2003_5;
UU_2004_32;
PERKAB_BANGKA_TENGAH_2008_12",3
perda_kabupaten_bangka_tengah_nomor_7_tahun_2014_11e771136eee40d69a72313532393533.pdf,PERKAB_BANGKA_TENGAH_2014_7,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 7 Tahun 2014?,"UUD1945_1945_SECTION_18_6;
UU_2000_27;
UU_2003_5;
UU_2004_32;
UU_2006_23;
UU_2009_28",3
perda_kabupaten_bangka_tengah_nomor_8_tahun_2014_11e77112f0f413ea89f3313532363232.pdf,PERKAB_BANGKA_TENGAH_2014_8,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 8 Tahun 2014?,"UUD1945_1945_SECTION_18_6;
UU_2000_27;
UU_2003_5;
UU_2004_32;
UU_2009_28",3
perda_kabupaten_bangka_tengah_nomor_9_tahun_2014_11e771132c071e50a268313532383031.pdf,PERKAB_BANGKA_TENGAH_2014_9,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bangka Tengah Nomor 9 Tahun 2014?,"UUD1945_1945_SECTION_18_6;
UU_2000_27;
UU_2003_5;
UU_2004_32;
UU_2009_28;
PP_2012_97;
PERKAB_BANGKA_TENGAH_2011_47",3
perda_kabupaten_bantul_nomor_12_tahun_1994_11e4f455d91c1268a69d303831303237.pdf,PERKAB_BANTUL_1994_12,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bantul Nomor 12 Tahun 1994?,,3
perda_kabupaten_bantul_nomor_13_tahun_1994_11e4f455ce0fe070b477303831303039.pdf,PERKAB_BANTUL_1994_13,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bantul Nomor 13 Tahun 1994?,,3
perda_kabupaten_bantul_nomor_4_tahun_1994_11e4f455c5bbe504856d303830393535.pdf,PERKAB_BANTUL_1994_4,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bantul Nomor 4 Tahun 1994?,,3
perda_kabupaten_bantul_nomor_3_tahun_2001_11e452bdfe380550a1e5313634303430.pdf,PERKAB_BANTUL_2001_03,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bantul Nomor 03 Tahun 2001?,,3
